text,likes,retweets,replies,created_at,lang,is_meaningful
"Veo-3 fast on Gemini 🐲

""A hyper-realistic, first-person point-of-view scene from a helmet-mounted camera, capturing the intense, high-speed experience of a rider guiding their dragon through a treacherous canyon race. The prompt focuses on the visceral sensations of flight, speed, and the raw power of the dragon."",

""style_attributes"": {

""realism"": ""photorealistic fantasy"",

""cinematography"": ""Shot from a 'GoPro'-style POV, mounted on the rider's helmet. Uses a very wide 18mm lens with slight fish-eye distortion. The camera work is shaky and violent, reacting to G-forces and the dragon's movements."",

""color_grade"": ""High-contrast, gritty palette. The deep reds and oranges of the canyon rock are contrasted with the brilliant blue sky visible above. Deep shadows in the canyon depths."",

""rendering"": ""Path-traced global illumination. Advanced particle simulation for dust and rock debris. PBR materials for dragon scales, worn leather, and volcanic rock. Motion blur is critical."",

""frame_rate"": ""60fps (for smooth, intense action)"",

""resolution"": ""8K""

},

""timeline"": [

{

""time_start"": 0.0,

""time_end"": 4.0,

""camera"": {

""type"": ""Shaky, first-person POV, looking forward over the dragon's neck."",

""focal_length"": ""18mm"",

""aperture"": ""f/2.8"",

""focus"": ""Locked on the back of the dragon's head and the canyon walls rushing past.""

},

""visuals"": {

""description"": ""The view is from the rider's perspective, looking between the horns of a massive, red-scaled dragon. The rider's gloved hands are visible at the bottom of the frame, gripping a thick leather rein wrapped around a horn. The dragon's powerful neck muscles bunch and release with every movement. The canyon walls are a terrifying, high-speed blur of rock. Another racer on a green dragon is visible just ahead and to the right."",

""details"": [

""The individual scales on the dragon's neck are the size of dinner plates and show scratches and wear."",

""Heat haze shimmers off the dragon's back."",

""The rider's leather gloves are worn and dusty.""

]

},

""lighting"":  ""Harsh, direct sunlight from high above, creating sharp, fast-moving shadows as they race through the canyon."",

""mood"": ""Intense, chaotic, exhilarating, high-speed.""

},

""audio"":  ""The deafening, distorted roar of wind buffeting the helmet's microphone. A deep, guttural, rumbling growl from the rider's own dragon. The higher-pitched shriek of the rival dragon ahead.""

}

},

{

""time_start"": 4.0,

""time_end"": 8.0,

""camera"": {

""type"": ""The camera violently whips to the right as the dragon banks hard."",

""focus"": ""The focus stays on the rival racer as they are overtaken.""

},

""visuals"":  ""The rider yanks the rein. The dragon responds instantly, banking hard to the right to overtake. The view tilts almost 90 degrees. For a terrifying moment, the camera is looking straight down the canyon wall, just inches away. The dragon's wingtip scrapes the rock, sending a shower of sparks and rock debris flying past the rider's face. They surge past the green dragon; its rider turns and shouts something that is lost in the wind."",

""details"": [

""The G-forces are so intense the camera view momentarily shakes and loses focus."",

""The sparks are brilliant, hot, and illuminate the rock face for a split second."",

""The texture of the canyon wall is a blur of sharp, dangerous rock.""

]

},

""lighting"":  ""The light changes dramatically during the bank, plunging one side into deep shadow before re-emerging into the bright sun. The sparks provide a brief, violent, secondary light source."",

""mood"": ""Perilous, visceral, a moment of extreme skill and danger.""

},

""audio"": ""The wind roar intensifies into a deafening shriek during the turn. A loud, sharp, grating 'SCREEECH' of scales on rock. The rider lets out a strained, high-G grunt. The rival's shout is a faint, distorted sound, instantly whipped away by the wind.""

}

}

]

}",0,0,0,,en,YES
"Veo-3 fast on Gemini 🚂

A hyper-realistic, cinematic video captures a vibrant, miniature landscape growing out of the pages of an open book. The camera, in an extreme close-up, glides over the book's yellowed paper, where printed railway tracks rise from the page and become 3D. Tiny, hyper-realistic grass and flowers sprout from the paper, creating a magical, unfolding world. The profound silence of a quiet room is broken by a faint, distant steam whistle and the magical rustling of the sprouting foliage.

Then, a perfect, miniature steam train rounds a bend formed by the book's gutter, puffing a thick plume of smoke into the air as it moves along the newly formed tracks. The train passes by lush, miniature trees and flower bushes that have grown from the pages. The miniature scene begins to generate its own light, casting realistic, moving shadows. The full, rich sound of the steam train becomes the dominant sound, accompanied by a gentle, enchanting orchestral score that swells as the story comes to life.",0,0,0,,en,YES
"A dewdrop falls, a friend appears. 🌿💧🐸

Video : Veo 3 FAST via &gt; @Imagine_aiart ✨ https://t.co/YDoiCFhEKE",0,0,0,,en,YES
"Recreating long sequences with Veo 3 + @runwayml Aleph is a workflow I really enjoy.

This time, I generated two videos with Veo 3 in @BasedLabsAI 

Video 1 prompt:
From beneath the waves, the camera glides alongside a WWII submarine cruising silently — beams of sunlight filter through the water as the periscope rises — above the surface, a convoy looms into view

Video 2 prompt:
The camera follows a torpedo launched from a submarine tube — racing through the dark sea, it cuts past fish and wreckage — in the distance, the hull of a warship grows larger until the explosion engulfs the frame

I combined them into one video, then imported it into Runway, where I created extra variations from different angles.

That’s how I edited this full sequence of a submarine launching a torpedo at a destroyer 🛳️💥

I honestly love making stuff like this — highly recommend trying it out!",0,0,0,,en,YES
watching with sound off looks identical to veo 3 bullshit,0,0,0,,en,NO
"🎨 VEO 3  1080 P🎨

 Prompt  :

Low-angle wide shot, handheld camera with slight shake, a Viking ritual at night, a woman in furs and ritual paint dances around a roaring bonfire, chanting incantations in Old Norse, while a circle of Vikings surround her, stomping their feet in unison and shouting powerfully, sparks flying into the night sky, crackling fire mixed with deep rhythmic chants, torchlight flickers against their faces, dramatic shadows cast on the forest backdrop, cinematic style inspired by historical epics with raw intensity.

Made in @LeonardoAi_",0,0,0,,en,YES
"🎬 This ad took me 2 days to make — backed by a lifetime of creative muscle memory 🦾

Tools used:
 🛠️ 95% Google DeepMind Veo 3
 🛠️ 5% Seedance 1.0
 🛠️ ElevenLabs (SFX &amp; VO)
 🛠️ All post in After Effects
 🛠️ Upscaled with Topaz Labs AI Video. https://t.co/6IR2OVZ9rw",0,0,0,,en,NO
"Wembley Stadium timelapse transformation.

Made with Veo 3 fast on @BasedLabsAI

{
  ""prompt"": ""A timelapse video from a fixed camera on a nearby rooftop, capturing the transformation of the Wembley Stadium site in London, with the hazy city skyline in the background. Start with the demolition of the twin towers in December 2002, showing debris being cleared. Transition to earthmoving equipment carving the bowl-shaped foundation, uncovering concrete remnants of Watkin's Tower. Progress to the erection of the iconic 133-meter arch, followed by the installation of raker beams and precast seating tiers with enhanced leg-room for 90,000 seats. Highlight the cable-truss crown and inflation of ETFE pillows forming the world’s largest single-span roof, ensuring all seats are covered. Include sustainable upgrades like LED lighting installed in 2019 and 100% renewable energy sources. Show weather transitions (sunny, rainy, foggy) to indicate the passage of time, nighttime scenes with the arch illuminated as a glowing halo, and the first major event, the Live Earth concert in July 2007, with vibrant crowds, emphasizing Wembley’s role as a multi-use venue and landmark. Render with high-resolution output, realistic textures, and dynamic lighting. Do not display timestamps on the video."",
  ""duration_seconds"": 8,
  ""resolution"": ""high"",
  ""style"": ""realistic"",
  ""camera"": {
    ""type"": ""fixed"",
    ""position"": ""nearby rooftop"",
    ""angle"": ""wide shot capturing construction site and London skyline""
  },
  ""effects"": {
    ""timelapse"": true,
    ""weather_transitions"": [""sunny"", ""rainy"", ""foggy""],
    ""day_night_cycle"": true,
    ""illumination"": ""arch glowing as a halo at night""
  },
  ""key_scenes"": [
    {
      ""timestamp_seconds"": 0,
      ""event"": ""Demolition of twin towers, December 2002, with debris clearing""
    },
    {
      ""timestamp_seconds"": 2,
      ""event"": ""Earthmoving equipment carving bowl-shaped foundation, unearthing Watkin's Tower concrete remnants""
    },
    {
      ""timestamp_seconds"": 4,
      ""event"": ""Erection of 133-meter arch, installation of raker beams and precast seating tiers""
    },
    {
      ""timestamp_seconds"": 6,
      ""event"": ""Inflation of ETFE pillows for single-span roof, LED lighting and renewable energy features""
    },
    {
      ""timestamp_seconds"": 7,
      ""event"": ""Live Earth concert, July 2007, with vibrant crowds""
    }
  ],
  ""output"": {
    ""format"": ""video"",
    ""quality"": ""high-resolution"",
    ""timestamp_display"": false
  }
}",0,0,0,,en,YES
"🎨 VEO 3  🎨

JSON Prompt  :

{
""shot"": {
""composition"": ""POV shot from eye level, narrow depth of field with soft foreground blur"",
""lens"": ""35mm wide-angle lens"",
""frame\_rate"": ""24fps"",
""camera\_movement"": ""slow, cautious forward movement with subtle head-like shifts"",
""camera\_model"": ""ARRI Alexa Mini LF"",
""lens\_type"": ""Cooke Anamorphic/i Full Frame Plus 35mm""
},

""subject"": {
""description"": ""viewer as the explorer moving through the haunted space"",
""wardrobe"": ""faded Victorian-style coat with gloved hands occasionally visible in frame"",
""props"": ""flickering candle held at chest height, casting dancing shadows""
},

""scene"": {
""location"": ""abandoned Victorian manor with high ceilings and ornate woodwork"",
""time\_of\_day"": ""midnight"",
""environment"": ""thick dust in the air, tattered curtains swaying in unseen breeze, distant thunder outside""
},

""visual\_details"": {
""action"": ""candlelight illuminating a long hallway, sudden glimpse of a shadow figure crossing in the distance"",
""special\_effects"": ""subtle lens distortion at edges, occasional spectral mist drifting into frame"",
""hair\_clothing\_motion"": ""coat sleeves shifting slightly with each step""
},

""cinematography"": {
""lighting"": ""low, warm candlelight contrasted with occasional cold moonbeams through cracked windows"",
""color\_palette"": ""muted sepia, deep shadows, pale moonlight blue accents"",
""tone"": ""tense, eerie, suspenseful"",
""color\_grading\_lut"": ""custom Gothic Horror LUT with lifted blacks and desaturated highlights""
},

""audio"": {
""music"": ""low ambient drones with faint, unsettling piano notes"",
""ambient"": ""floorboards creaking, faint wind whistling through cracks, distant thunder"",
""sound\_effects"": ""soft whispering that fades when camera turns toward it"",
""mix\_level"": ""ambient and sound effects dominant, music subtly underneath"",
""mastering"": {
""lufs\_target"": ""-14 LUFS"",
""limiter\_settings"": ""ceiling -1dB, release 200ms""
}
},

""dialogue"": {
""character"": ""unknown whispering presence"",
""line"": ""You shouldn’t be here..."",
""subtitles"": true
},

""fx\_cues\_with\_timings"": \[
{
""time"": ""00:03"",
""effect"": ""quick flash of ghostly face in peripheral vision""
},
{
""time"": ""00:06"",
""effect"": ""sudden cold mist drifting into camera""
}
],

""camera\_movement\_array"": \[
{
""time"": ""00:00-00:04"",
""movement"": ""slow forward movement""
},
{
""time"": ""00:04-00:08"",
""movement"": ""slight pan left toward source of whisper""
}
]
}",0,0,0,,en,YES
"August at Google DeepMind be like 🚢🚢🚢

- Genie 3
- Imagen 4 Fast
- Gemma 3 270M
- Veo 3 Fast
- Gemini Embedding
- Kaggle Game Arena
- Perch 2
- AI Studio &lt;&gt; GitHub integration

and much more!",0,0,0,,en,NO
"The FIRST AI brand film made with Google's AI stack (Gemini, Veo 3 and Flow)

The Winner AI brand film created by TalkMe AI: From a ""Penguin"" to a Million Learners - The Next-Gen Duolingo!

and 10 more AI creative video ads: https://t.co/7bYi1tPBS0",0,0,0,,en,NO
"For anyone struggling with keeping consistent characters with VEO 3 for podcast ads etc 

Use Google Flow for VEO3 prompting, generate your first clip, then save a frame from that first clip. Once you’ve done that use the frame to video option using the frame you saved for the first clip for the rest of the clips you make. 

Works very well and keeps things 100% consistent",0,0,0,,en,YES
"AI will disrupt Hollywood (Part 67)📽️

With Veo 3, Hailuo ,Kling, Runway, Midjourney, Flux people are already creating incredible videos.

10 wild examples:",0,0,0,,en,NO
"Veo 3 Fast text to image:

A woman in her 40s walks through a rain-soaked Paris alleyway at dusk, glancing nervously behind her. Soft focus background, handheld motion, shallow depth of field. https://t.co/ZOj7um7wdp",0,0,0,,en,YES
"Veo-3 fast on Flow 🦁

A hyper-realistic, high-resolution, super-slow-motion cinematic video sequence of a lioness stalking her prey at sunset. The camera is a low-angle tracking shot that follows the lioness as she moves through a vast, arid savanna. The golden-hour lighting creates a warm, golden orange light that backlights the lioness and casts long, dramatic shadows. The camera has a shallow depth of field, keeping the lioness in perfect focus while the background of dry, yellow grass and a few sparse acacia trees is a soft, out-of-focus blur. The sound is designed to be a complete, hyper-realistic experience of a wild hunt, with only the soft 'thud' of her paws and the gentle 'rustle' of the grass breaking the absolute silence.",0,0,0,,en,YES
"Veo-3 is the best thing that exists in AI Video. 

Prompt : 
{
  ""shot"": {
    ""composition"": ""medium shot, reporter on the left and baby on the right, both clearly framed at eye level"",
    ""camera_motion"": ""static tripod shot, no zoom or pan"",
    ""frame_rate"": ""30fps"",
    ""film_grain"": ""soft hospital clarity, minimal grain""
  },
  ""subject"": {
    ""description"": ""male news reporter in a neat blue blazer holding a microphone labeled 'xyz' interviewing a newborn baby who is sitting upright on a hospital bed, wrapped in a white blanket"",
    ""wardrobe"": ""reporter in blue blazer, white shirt, dark trousers""
  },
  ""scene"": {
    ""location"": ""hospital room with a bed, IV stand, and pale blue curtains"",
    ""time_of_day"": ""daytime with fluorescent overhead lighting"",
    ""environment"": ""sterile hospital look with subtle comedic undertone""
  },
  ""visual_details"": {
    ""action"": ""reporter leans slightly toward the sitting baby with a smile while holding the microphone, the baby shifts upright, glances at the reporter, then looks straight into the camera before delivering the line in a baby-like voice"",
    ""props"": ""microphone with 'xyz' branding, baby sitting upright wrapped in soft white blanket, hospital bed with light green sheets""
  },
  ""cinematography"": {
    ""lighting"": ""flat fluorescent hospital lighting, evenly lit"",
    ""tone"": ""comedic and satirical, staged like a serious news interview but with absurd content""
  },
  ""audio"": {
    ""ambient"": ""soft hospital background hum, faint beeping from a monitor"",
    ""sfx"": ""slight mic handling noise when reporter shifts""
  },
  ""color_palette"": ""clean whites, muted blues, soft green accents"",
  ""dialogue"": [
    {
      ""character"": ""Reporter"",
      ""line"": ""Welcome to the world. You're the smallest one in your family. What would you like to say?"",
      ""subtitles"": false
    },
    {
      ""character"": ""Baby"",
      ""line"": ""Send me back. I heard my parents are poor."",
      ""voice_style"": ""natural baby voice with exaggerated clarity"",
      ""subtitles"": false
    }
  ]
}",0,0,0,,en,YES
"Veo-3 fast on Gemini 🐫

Concept: A hyper-realistic, 8-second video capturing a fierce Arabian warrior charging into battle on a powerful camel through a swirling sandstorm.

Scene Description: The video begins with a low-angle tracking shot, focusing on the powerful legs of a camel as it charges through deep, orange sand. A thick sandstorm whips around, obscuring the background and violently flapping the warrior's white robes. The sound is dominated by the rhythmic thumping of the camel's feet and the abrasive roar of the wind.

After 4 seconds, the camera smoothly cranes up to a dramatic close-up of the warrior's face. His eyes are narrowed with intense focus, and sand clings to his beard and eyelashes. He clutches two gleaming scimitars and lets out a fierce, guttural battle cry that cuts through the storm. A heroic orchestral score swells as the video ends on his determined, unyielding expression.",0,0,0,,en,YES
"Jigglypuff sings. The forest sleeps. 🌙🎶💫

Video : Veo 3 FAST via &gt; @vadooai ✨ https://t.co/DzVaDcsrFj",0,0,0,,en,YES
"Google Veo 3 has changed the future of advertising

Veo 3 is now inside Creatify, and it’s INSANE

7 Wild examples + how it works: https://t.co/l1SGiAlwey",0,0,0,,en,NO
"TalkMe released the FIRST brand film made with Google's AI stack (Gemini, Veo 3 and Flow)

From a ""Penguin"" to a Million Learners: TalkMe Could Be the Next-Gen Duolingo https://t.co/maeKycuDiN",0,0,0,,en,NO
"Top models per use-case

Everyday use - GPT-4o,  GPT-5 thinking
Coding - Sonnet 4, Opus 4.1
Coding (cheap) - Qwen coder
Video - Seadance Pro, Veo-3
Images - Seadance, GPT image
OCR, simple tasks - Gemini Flash 
Report writing - Gemini 2.5 Pro
Reasoning - GPT-5 thinking
Real-time - Grok-4
Lipsync - Hedra
Text-to-speech - ElevenLabs",0,0,0,,en,NO
"Veo 3 image to video:

Five separate vertical panels with black space between, standing in shallow ocean water at dusk — 
Panel 1: Fiery molten light cascading from tree canopy into glowing water below 
Panel 2: Tall molten light column falling from above into roots of a massive tree 
Panel 3: Central twisted tree silhouetted against golden sunset, shimmering ocean reflection 
Panel 4: Moonlit canyon with glowing white-blue lightning river running through 
Panel 5: Starry night sky with thousands of tiny glowing lights above dark cliffs, faint ember drift 
Cinematic realism, ultra-detailed textures, photoreal water movement, sparks and particles in gentle motion",0,0,0,,en,YES
"Veo-3 fast on Gemini 🏎️

An exhilarating, hyper-realistic cinematic shot of a futuristic armored car racing through a sandy desert. The car, with its weathered bronze plating and massive off-road tires, kicks up a large plume of dust. The setting is under a bright, cloudy sky, with towering rock formations in the background. The camera follows from a low, dynamic angle just behind the car, creating a fast-paced chase sequence with harsh sunlight casting sharp shadows and highlights.",0,0,0,,en,YES
"🚨 New: Interviewed Genie 3 co-leads @jparkerholder and @shlomifruchter from @GoogleDeepMind to talk about their new interactive real-time world model, a next evolution from Veo 3, Genie 2 and the DOOM game engine paper.

Genie 3 showed the world what's possible with real-time interactive world models, including its ""real-time editing"" capabilities, impressive spatial memory and its temporal consistency across frames.

More about Genie 3, how it works and the most exciting applications 👇",0,0,0,,en,NO
"🌪️Prompt Share: Veo 3 text to video

A colossal ancient statue emerging from desert sands during a windstorm; low-angle crane shot, warm sepia haze, dramatic reveal. https://t.co/vFz9iA0hHF",0,0,0,,en,YES
"66.1M Views on 1  Video

💰 Earned $8,570 from it

ASMR Glass Slicing is the new Goldmine.

Made in seconds using Veo 3 + right prompts.

Want all the prompts I used?

RT + Comment ""Prompts""
Follow, So I’ll DM everything you need. https://t.co/NtUcbSuj6Q",0,0,0,,en,NO
"My top 3 gen AI tools right now: 

Grok Imagine
Google Veo 3
Google Imagen v4 Ultra

What are yours? https://t.co/XxqLKgyTvM",0,0,0,,en,NO
"Veo-3 fast on Gemini🌊

A hyper-realistic, cinematic video captures an ancient, open book transforming into a living diorama of a stormy sea. The camera, in an extreme close-up, glides over the book's yellowed pages and a simple illustration of a boat on a choppy sea. The sound of a storm begins to fade in, breaking the silence of an old library.

Suddenly, the illustrated sea violently swells upwards, becoming a real, three-dimensional ocean contained within the pages. The miniature boat transforms into a physical wooden model, tossed on the waves, with tiny sailors fighting the tempest. The paper of the book darkens as it gets soaked by sea spray. A flash of lightning from the ""page"" casts a harsh shadow across the table. The quiet is shattered by the loud, roaring crash of waves, the howl of the wind, and the faint shouts of the miniature sailors.",0,0,0,,en,YES
"Goodbye traditional product shoots

Higgsfield integrates Product-to-Video with Veo 3, Seedance and MiniMax at full power

Just drop your product image on any scene → get a cinematic animated shot with zero prompts

Here are 6 wild examplesl 🧵👇 https://t.co/JQCuR5pYmh",0,0,0,,en,YES
"EXPERIMENT: VFX + Camera Transitions in Veo 3

I've been playing with VEO 3, trying out some cool VFX and camera transitions with simple prompts.

Check out these 6 examples (plus all the prompts) ... 👇 https://t.co/IQAeda9h4z",0,0,0,,en,NO
"Pixel level accuracy.
With all models: MiniMax, Veo 3, Seedance Pro.

See it in action: https://t.co/2EJy6KJPSM",0,0,0,,en,NO
"WTF. This Veo 3 workflow is WILD. 

(Sound on. 🔈)

This Veo 3 flow lets you turn any static product photo —>

Into a looping, scroll-stopping animated product clip in under 5 minutes —>

(Without hiring a motion designer or touching After Effects).

Perfect for DTC operators and creative agencies who need scroll-stopping creative, fast.

One photo in, premium motion and audio out.

This workflow couldn't be simpler.

Want the full Loom walkthrough video & prompts I used?

Comment ""VEO3"" and I'll sent it right over (must be connected so I can DM)",0,0,0,,en,YES
"Just made $360,000+ in 36 days.

No ad agency. No fancy filming.

Just:
- AI videos (40+/mo)
- MakeUGC: AI creators &amp; voices
- VEO 3 hooks
- TikTok: 3M+ views

RT + drop “3M” &amp; I’ll send it to you. 
(must following) https://t.co/FDPlFT2u4d",0,0,0,,en,NO
"When Two Souls Meet with Veo 3 fast on @BasedLabsAI

JSON Prompt:

{
  ""scene"": ""Aerial cinematic view of two ocean waves approaching each other from different angles and meeting in the center."",
  ""details"": {
    ""left_wave"": {
      ""color"": ""deep blue"",
      ""lighting"": ""soft natural light""
    },
    ""right_wave"": {
      ""color"": ""light turquoise"",
      ""lighting"": ""sunlight reflections""
    },
    ""meeting_point"": {
      ""appearance"": ""smooth foamy white line"",
      ""motion"": ""gentle blending""
    }
  },
  ""environment"": {
    ""water_surface"": ""realistic ripples and shimmer"",
    ""atmosphere"": ""romantic and calming"",
    ""lighting"": ""warm, soft sunlight""
  },
  ""visual_style"": {
    ""quality"": ""4K ultra-realistic"",
    ""textures"": ""high detail water surface"",
    ""look"": ""photorealistic, cinematic""
  },
  ""camera"": {
    ""angle"": ""top-down aerial view"",
    ""movement"": ""slow forward motion""
  }
}",0,0,0,,en,YES
"Veo 3 in AI Studio soon? 👀

That's from yesterday's email. Currently, it is available via an API but not via AI Studio. Should it be added there at all? https://t.co/F4bqnE6lby",0,0,0,,en,NO
"This AI is wild:

Stop paying for multiple platforms.
Pay $10 to access ChatGPT-5, Grok-4, DeepSeek, Gemini, Veo-3, and Kling so on…

Yes, access all LLMs here. https://t.co/3mNgY5sYQj",0,0,0,,en,NO
"4 prompt shares for you to explore, showing how the Lucid Origin model can shine with just a few words (and with longer ones too).

All prompts in this set are short, so you can experiment, tweak, and see what you create. You could even pair your results with Motion 2.0 or Veo 3 to get something unique.

Check them out 👇🏻",0,0,0,,en,NO
"🎨 VEO 3  🎨

JSON Prompt  :

{
  ""shot"": {
    ""composition"": ""aerial top-down view transitioning into a descending drone shot following the curve of the canyon"",
    ""lens"": ""20mm wide-angle"",
    ""frame_rate"": ""60fps"",
    ""camera_movement"": ""smooth vertical descent with subtle forward push into canyon interior"",
    ""camera_model"": ""DJI Inspire 3 with Zenmuse X9-8K Air"",
    ""lens_type"": ""DL 20mm f/2.8 ASPH"",
    ""camera_movement_array"": [
      ""start high altitude above rainforest canopy"",
      ""slow rotation to reveal canyon opening"",
      ""gentle forward push combined with descent into canyon"",
      ""hover close above glowing river surface for reveal""
    ]
  },

  ""subject"": {
    ""description"": ""narrow canyon with steep rock walls, river glowing with blue bioluminescent algae"",
    ""wardrobe"": """",
    ""props"": """"
  },

  ""scene"": {
    ""location"": ""remote and untouched canyon in a dense rainforest"",
    ""time_of_day"": ""twilight"",
    ""environment"": ""mist curling along the canyon floor, faint fireflies drifting above the water, moss-covered stone walls""
  },

  ""visual_details"": {
    ""action"": ""drone glides downward, revealing winding glowing river and small waterfalls spilling into it"",
    ""special_effects"": ""gradual intensification of bioluminescent glow as shot descends, volumetric light shafts piercing mist, shimmering reflection patterns on canyon walls"",
    ""hair_clothing_motion"": """"
  },

  ""cinematography"": {
    ""lighting"": ""soft ambient twilight with bioluminescent river providing main illumination, gentle rim light from fading sun along cliff edges"",
    ""color_palette"": ""deep indigo blues, emerald greens, soft violet haze"",
    ""tone"": ""mystical, tranquil, otherworldly"",
    ""color_grading_LUT"": ""Dreamscape Nature LUT with boosted blues, glowing highlights, and softened shadows""
  },

  ""audio"": {
    ""music"": ""soft ambient score with ethereal synth pads, airy chimes, and low droning bass"",
    ""ambient"": ""gentle waterfall trickle, faint rustle of rainforest canopy, distant bird calls"",
    ""sound_effects"": ""soft shimmer tone synced to glow pulses, delicate splash from waterfalls"",
    ""mix_level"": ""environmental sounds subtly layered over soft musical bed"",
    ""mastering"": {
      ""LUFS_target"": ""-16"",
      ""limiter_settings"": ""transparent limiter at -2dB, slow attack for natural ambience, long release for atmospheric sustain""
    }
  },

  ""dialogue"": {
    ""character"": """",
    ""line"": """",
    ""subtitles"": false
  },

  ""FX_cues_with_timings"": [
    {
      ""time"": ""0.0s"",
      ""effect"": ""gentle mist drift overlay with light refraction sparkles""
    },
    {
      ""time"": ""1.5s"",
      ""effect"": ""bioluminescent glow subtly pulses in sync with soft bass note""
    },
    {
      ""time"": ""3.0s"",
      ""effect"": ""volumetric light rays break through mist as drone lowers past cliff edge""
    },
    {
      ""time"": ""5.2s"",
      ""effect"": ""water surface reflection ripple highlights intensify""
    },
    {
      ""time"": ""6.8s"",
      ""effect"": ""soft particle fireflies drift across frame as shot nears river surface""
    }
  ]
}",0,0,0,,en,YES
"🚨 BREAKING: This AI VIDEO FACTORY is INSANE…

This AI Agent turns random ideas into viral AI-generated video.

→ Creates wild scenes using Veo 3 + FAL API (e.g. Yeti vlogging w/ chopsticks)

LIKE + RETWEET + COMMENT “VIDEO” &amp; I’ll send you the FULL workflow + setup FREE! https://t.co/pPs3W9HePa",0,0,0,,en,NO
"Google is investing $1B to make every U.S. college student an AI native.

Giving free access to Gemini 2.5 Pro, Veo 3, and AI training means grads will leave college AI LITERATE.

In this economy, your degree matters less than your AI fluency.",0,0,0,,en,NO
"I just recreated a Jones Road Beauty ad using Google Veo 3.

No actors. No cameras. Just Veo 3.

The entire process took 1 hour and cost $3.60 in Veo 3 credits.

Here's exactly how I did it →

First, I fed the original ad to Google Gemini.

It watched the video for me and broke down every single scene

Script. Shots. Transitions. Voiceovers. Everything.

Then came the magic:

→ Fed each scene description into Veo3
→ Included screenshots of original ad for reference images
→ Generated videos in one shot (no retakes)
→ Swapped the audio with ElevenLabs
→ Stitched it together in Capcut

Is it perfect? Definitely not.

(I used the cheaper model + only did one generation per clip)

Will it replace everything tomorrow? No.

But in 6 months, this will be how every DTC brand creates test creative.

Want the exact Veo3 prompts + workflow + Loom walkthrough video?

Follow + comment ""VEO3"" and I'll send it right over (must be following so I can DM)",0,0,0,,en,NO
"Veo-3 fast on Gemini 🩰

""prompt"": ""A hyper-realistic, 8-second underwater shot inside an elegant ballroom that is completely submerged in clear water. A graceful ballerina in a white tutu performs a slow, mesmerizing dance in the center of the room. From a darkened doorway, a massive great white shark emerges, swimming directly towards the oblivious dancer with its mouth wide open. The only light source is a grand crystal chandelier hanging from the ceiling, which is also the water's surface, casting shimmering, dramatic light and sending a constant stream of bubbles upwards."", ""duration_seconds"": 8, ""fps"": 24, ""camera"": { ""movement"": ""A very slow, almost imperceptible dolly zoom out, widening the shot to increase the sense of dread and emphasize the scale of the shark in the room."", ""lens"": ""Medium shot, 50mm"", ""aperture"": ""f/3.5"", ""focus"": ""Starts sharply on the ballerina, then executes a slow rack focus to the approaching shark's open mouth as it gets closer."" }, ""scene_elements"": { ""ballerina"": { ""description"": ""A woman in a classic white ballet tutu and leotard. Her movements are slow, fluid, and graceful, as if performing a piece of choreography. Her hair flows freely in the water, and her expression is serene, seemingly unaware of the danger."", ""movement"": ""She performs a slow, continuous pirouette, her arms raised in a classic ballet pose. The delicate fabric of her tutu drifts and sways beautifully with her movement and the water's current."" }, ""shark"": { ""description"": ""A massive, photorealistic great white shark. Its skin is textured with subtle scars and countershading. Its mouth is agape, revealing rows of sharp, serrated teeth. Its black eyes are devoid of emotion."", ""movement"": ""It swims with menacing smoothness from the background doorway towards the ballerina. Its tail propels it with powerful, deliberate side-to-side sweeps."" }, ""environment"": { ""description"": ""An elegantly furnished room with neoclassical wall paneling, a plush white armchair, and sheer, floor-to-ceiling curtains that drift gently. The room is flooded with clear water that has tiny, visible particulate matter floating in the light beams."", ""effects"": ""A continuous stream of small, shimmering bubbles rises from the lit chandelier towards the water's surface. The light from the chandelier creates beautiful, shifting caustic patterns on the walls, floor, and the subjects."" } }, ""lighting"": { ""style"": ""Single-source, dramatic, top-down 'chiaroscuro' lighting."", ""description"": ""The only illumination comes from the submerged, glowing crystal chandelier. It creates a bright, shimmering area on the water's surface and casts high-contrast light downwards, resulting in deep, dramatic shadows that heighten the tension."" }, ""audio"": { ""ambient"": ""A low, muffled, underwater humming sound, combined with the faint, distorted sound of a classical piano sonata, as if it's playing from another room."", ""sound_effects"": ""The gentle sound of bubbling water from the chandelier. A low-frequency, deep, rumbling sound that subtly grows in intensity as the shark approaches.""",0,0,0,,en,YES
"Veo-3 fast on Gemini 🐲

A hyper-realistic, super-slow-motion macro video captures a tiny, white dragon hatching from an ornate egg held in gentle hands. The scene opens on the egg, which is covered in fine cracks, with a larger fissure visibly widening. The camera is in an extreme close-up, focusing on the suspenseful moment as small pieces of the shell flake off. The audio is a series of soft cracks and a faint, muffled chirping from inside the egg.

In the second half, the top of the egg shatters as the tiny dragon's wet head emerges. The camera slowly pushes in, focusing on the dragon's intelligent, bronze eye as it opens for the first time. The creature takes its first breath, releasing a puff of vapor with shimmering, magical motes. The lighting shifts to catch the glistening scales and the luminous eye. The quiet anticipation is replaced by a sense of wonder, with the sound of a soft ""pop,"" a high-pitched chirp, and a gentle, magical chime swelling in the background.",0,0,0,,en,YES
